P1_B2004,P1_B2016,P1_B3004,P1_B3005,P1_B4002,P1_B4005,P1_B400B,P1_B4022,P1_FCV01D,P1_FCV01Z,P1_FCV02D,P1_FCV02Z,P1_FCV03D,P1_FCV03Z,P1_FT01,P1_FT01Z,P1_FT02,P1_FT02Z,P1_FT03,P1_FT03Z,P1_LCV01D,P1_LCV01Z,P1_LIT01,P1_PCV01D,P1_PCV01Z,P1_PCV02D,P1_PCV02Z,P1_PIT01,P1_PIT02,P1_PP01AD,P1_PP01AR,P1_TIT01,P1_TIT02,P2_24Vdc,P2_CO_rpm,P2_HILout,P2_MSD,P2_SIT01,P2_SIT02,P2_VT01,P2_VXT02,P2_VXT03,P2_VYT02,P2_VYT03,P3_FIT01,P3_LCP01D,P3_LCV01D,P3_LIT01,P3_PIT01,P4_HT_FD,P4_HT_LD,P4_HT_PO,P4_HT_PS,P4_LD,P4_ST_FD,P4_ST_GOV,P4_ST_LD,P4_ST_PO,P4_ST_PS,P4_ST_PT01,P4_ST_TT01,class
0.10178,1.43756,403.78854,985.37353,32.59527,100,2847.30615,36.43473,100,99.91608,0,-1.86768,50.26963,51.24054,168.64778,828.30042,1980.62903,2847.30615,239.00127,982.18341,8.94817,8.23364,403.68072,39.15259,39.66674,12,12.26196,1.36429,0.2771,540833,540833,34.8114,35.04028,28.02385,54134,714.90478,763.19324,786,786.18634,11.99042,-3.3971,-1.5614,3.053,5.5829,-25,5392,10112,7363,676,0.00145,64.00464,45.24737,0,416.39545,0.00051,18578,351.38165,344.85315,0,10053,27553,0
0.10178,1.44244,403.78854,985.37353,32.59527,100,2846.04248,36.44694,100,99.91608,0,-1.86768,50.2589,51.23291,169.79215,823.51697,1990.92859,2846.04248,239.19197,983.48792,8.90975,8.23364,403.62958,39.23855,39.66674,12,12.26196,1.36429,0.27557,540833,540833,34.8114,35.05553,28.02645,54128,690.41748,763.19324,785,785.0697,11.93268,-3.9129,-1.721,3.2041,5.8859,-25,5120,10544,7353,652,0.00123,65.22714,47.11011,0,419.68677,-0.00087,18707,354.49219,346.39032,0,10053,27557,0
0.10178,1.45068,403.78854,985.37353,32.59527,100,2838.74292,36.46754,100,99.91608,0,-1.86768,50.24644,51.25579,170.3644,826.1261,1984.25293,2838.74292,238.42911,983.92291,8.91057,8.23364,403.78293,39.28415,39.66674,12,12.25433,1.36429,0.2771,540833,540833,34.8114,35.05553,28.03081,54131,712.91504,763.19324,788,787.78949,11.85331,-4.051,-1.6095,3.6905,6.189,-26,4856,10912,7356,611,0.00123,66.08075,48.84619,0,422.7973,-0.00231,18752,356.69849,347.20416,0,10053,27556,0
0.10178,1.45114,403.78854,985.37353,32.59527,100,2846.32349,36.46868,100,99.91608,0,-1.86768,50.32355,51.25579,167.88483,827.43085,1984.25293,2846.32349,238.8105,984.35767,8.96493,8.23364,403.78293,39.36203,39.66674,12,12.25433,1.36429,0.27634,540833,540833,34.82666,35.05553,28.02564,54102,693.94531,763.19324,787,786.97882,11.80915,-3.6748,-1.2881,4.211,6.2665,-26,4616,11264,7344,563,0.00123,66.8475,50.49188,0,423.82812,-0.0013,18809,357.00598,348.19879,0,10053,27552,0
0.10178,1.4577,403.78854,985.37353,32.59527,100,2841.41016,36.48508,100,99.90845,0,-1.86768,50.29805,51.25579,167.12186,821.77741,1979.48462,2841.41016,239.00127,982.61835,8.94415,8.23364,403.78293,39.44078,39.66674,12,12.25433,1.36429,0.27557,540833,540833,34.8114,35.04028,28.02561,54094,715.07568,763.19324,782,781.57831,11.8316,-3.3113,-1.1349,4.2509,6.1057,-26,4496,11600,7331,539,0.00137,67.54919,52.44501,0,425.61847,0.00311,18796,356.01129,349.0307,0,10053,27556,0
0.10178,1.46381,403.78854,985.37353,32.59527,100,2841.41016,36.50034,100,99.91608,0,-1.86768,50.28733,51.25579,170.5551,820.03784,1975.479,2841.41016,239.57342,983.48792,8.93769,8.23364,403.83405,39.49855,39.66674,12,12.25433,1.36353,0.27557,540833,540833,34.8114,35.04028,28.02561,54134,708.14819,763.19324,789,788.51031,11.87806,-3.0449,-1.1083,4.0468,5.8796,-26,4272,11904,7318,504,0.00116,68.1713,53.89178,0,428.94605,-0.00304,18943,360.93024,350.45935,0,10053,27556,0
0.10178,1.46533,403.78854,985.37353,32.59527,100,2837.90063,36.50416,100,99.90845,0,-1.87531,50.23834,51.25579,169.41066,827.8656,1959.26648,2837.90063,238.6198,983.92291,8.88571,8.23364,404.03854,39.54185,39.66674,12,12.25433,1.36429,0.27786,540833,540833,34.8114,35.05553,28.02905,54090,718.62183,763.19324,786,786.37762,11.95628,-2.9461,-1.2426,3.4947,5.5752,-26,4064,12208,7320,473,0.00101,68.91638,55.23004,0,431.11615,-0.00152,19033,361.61749,351.96039,0,10052,27560,0
0.10178,1.4632,403.78854,985.37353,32.59527,100,2834.95264,36.49882,100,99.90845,0,-1.87531,50.33024,51.25579,167.88483,825.25629,1987.11389,2834.95264,239.57342,985.22742,8.94491,8.24127,403.93631,39.66459,39.66674,12,12.26196,1.36429,0.27557,540833,540833,34.82666,35.05553,28.02645,54105,708.02612,763.19324,785,784.85437,11.99799,-3.1723,-1.4468,3.143,5.518,-26,3856,12464,7301,448,0.00101,69.40106,56.51404,0,432.68957,-0.00065,19093,361.02069,353.02734,0,10053,27561,0
0.10178,1.47785,403.78854,985.37353,32.59527,100,2823.02002,36.53544,100,99.91608,0,-1.86768,50.2482,51.25579,168.83849,821.77741,1985.77856,2823.02002,238.8105,983.05316,8.88471,8.24127,403.93631,39.73098,39.66674,12,12.26196,1.36353,0.27634,540833,540833,34.8114,35.05553,28.02997,54111,708.00171,763.19324,786,785.56372,11.97587,-3.6124,-1.6651,3.032,5.6616,-26,3664,12720,7283,425,0.00101,69.87848,57.72565,0,434.40753,-0.00109,19101,363.82379,353.7688,0,10052,27564,0
0.10178,1.47968,403.78854,985.37353,32.59527,100,2843.51587,36.54002,100,99.90845,0,-1.86768,50.32185,51.25579,167.88483,823.95172,1976.24182,2843.51587,239.00127,985.22742,8.95927,8.23364,403.9874,39.81591,39.66674,12,12.25433,1.36429,0.27634,540833,540833,34.8114,35.04028,28.03253,54134,715.00244,763.19324,783,782.84686,11.93184,-3.929,-1.7343,3.2057,5.8964,-26,3480,12960,7285,395,0.00101,70.30527,58.82886,0,435.05859,-0.00094,19232,364.80035,355.30597,0,10053,27558,0
0.10178,1.4841,403.78854,985.37353,32.59527,100,2842.53296,36.55108,100,99.91608,0,-1.87531,50.31112,51.25579,168.64778,821.77741,1981.58276,2842.53296,239.19197,983.48792,8.94357,8.23364,404.14075,39.88902,39.66674,12,12.26196,1.36505,0.27634,540833,540833,34.82666,35.04028,28.02736,54105,702.29492,763.19324,784,784.09497,11.86345,-4.0631,-1.6438,3.6316,6.1723,-26,3304,13184,7293,374,0.00101,70.70312,60.16705,0,437.84363,-0.00217,19268,364.61951,356.10168,0,10053,27556,0
0.10178,1.48731,403.78854,985.37353,32.59527,100,2835.51392,36.55909,100,99.91608,0,-1.86768,50.29866,51.25579,169.41066,823.51697,1991.69165,2835.51392,239.19197,983.92291,8.90913,8.23364,404.19186,39.97055,39.67437,12,12.26196,1.36353,0.27557,540833,540833,34.8114,35.05553,28.02473,54113,698.7793,763.19324,785,784.50745,11.80386,-3.8873,-1.4471,4.0453,6.282,-26,3136,13392,7291,356,0.00072,71.06482,61.16174,0,438.15106,-0.00123,19247,366.57263,356.48151,0,10053,27556,0
0.10178,1.49188,403.78854,985.37353,32.59527,100,2839.44482,36.57053,100,99.91608,0,-1.86768,50.30272,51.25579,169.41066,825.25629,1979.48462,2839.44482,238.8105,984.35767,8.90668,8.23364,404.24301,40.07162,39.66674,12,12.26196,1.36429,0.27634,540833,540833,34.82666,35.05553,28.03253,54087,701.01929,763.19324,787,786.73346,11.81198,-3.5578,-1.2578,4.2397,6.2203,-26,2984,13584,7284,327,0.00072,71.50607,62.10211,0,440.53815,-0.00282,19314,369.24908,357.60272,0,10053,27553,0
0.10178,1.49753,403.78854,985.37353,32.59527,100,2846.88501,36.58465,100,99.91608,0,-1.86768,50.34331,51.25579,171.69954,825.25629,1969.94788,2846.88501,239.19197,984.35767,8.93939,8.23364,404.14075,40.13301,39.9414,12,12.26959,1.36505,0.27634,540833,540833,34.79614,35.05553,28.02733,54108,718.53638,763.19324,783,783.46631,11.84547,-3.244,-1.1407,4.2113,6.0604,-26,2832,13776,7263,316,0.00051,71.81714,62.97022,0,442.11157,-0.00362,19484,368.72473,359.50159,0,10053,27560,0
0.10178,1.49722,403.78854,985.37353,32.59527,100,2837.90063,36.58389,100,99.91608,0,-1.86768,50.31433,51.25579,169.60144,830.47498,1989.59351,2837.90063,239.19197,983.48792,8.92956,8.23364,404.19186,40.22752,41.03241,12,12.26196,1.36963,0.27634,540833,540833,34.8114,35.04028,28.02389,54089,715.06348,763.19324,786,786.05823,11.90129,-2.9658,-1.1217,3.9202,5.8018,-26,2688,13952,7255,279,0.00051,72.13544,63.76593,0,443.05194,-0.00195,19513,370.89484,360.60474,0,10052,27552,0
0.10178,1.50333,403.78854,985.37353,32.59527,100,2830.88159,36.59914,100,99.91608,0,-1.86768,50.31839,51.25579,167.31264,825.69128,2003.51709,2830.88159,239.57342,984.35767,8.92711,8.23364,404.19186,40.31828,41.08581,12,12.26196,1.36887,0.27634,540833,540833,34.8114,35.04028,28.02561,54093,708.02002,763.19324,786,786.28766,11.95966,-2.9472,-1.256,3.4853,5.5875,-26,2552,14112,7223,274,0.00072,72.41031,64.77863,0,442.87109,-0.0008,19483,369.42999,360.51434,0,10053,27554,0
0.10178,1.51202,403.78854,985.37353,32.59527,100,2845.34082,36.62089,100,99.91608,0,-1.86768,50.28592,51.25579,170.17362,820.47284,1991.11951,2845.34082,239.19197,984.35767,8.89736,8.23364,404.34521,40.4031,41.08581,12,12.25433,1.36963,0.27634,540833,540833,34.82666,35.04028,28.02301,54111,711.51123,763.19324,784,784.08881,11.99882,-3.1718,-1.4546,3.1496,5.535,-26,2424,14240,7210,252,0.00072,72.64902,65.46588,0,444.0647,0.00159,19450,372.54053,361.14728,0,10053,27556,0
0.10178,1.51385,403.78854,985.37353,32.59527,100,2855.43384,36.62546,100,99.91608,0,-1.87531,50.32304,51.25579,171.31805,826.99585,1982.91773,2855.43384,239.57342,985.22742,8.90989,8.23364,404.54968,40.46919,41.08581,12,12.25433,1.37039,0.27557,540833,540833,34.79614,35.04028,28.02821,54121,721.24634,763.19324,786,785.85065,11.98289,-3.5213,-1.6322,3.0298,5.6326,-26,2304,14400,7196,235,0.00051,72.96732,66.13501,0,446.2348,-0.00282,19639,373.19153,362.99188,0,10053,27558,0
0.10178,1.5134,403.78854,985.37353,32.59527,100,2846.46387,36.62432,100,99.90845,0,-1.86768,50.29057,51.25579,169.60144,829.60516,1986.7323,2846.46387,239.19197,984.35767,8.8457,8.23364,404.49857,40.54187,41.08581,12,12.25433,1.36963,0.27634,540833,540833,34.8114,35.04028,28.02905,54098,704.60205,763.19324,786,785.9715,11.92513,-3.9464,-1.7314,3.2487,5.9318,-26,2184,14528,7181,220,0.00051,73.19156,66.74988,0,445.3125,0.0021,19594,371.07568,363.31744,0,10053,27557,0
0.10178,1.51431,403.78854,985.37353,32.59527,100,2840.42749,36.62661,100,99.90845,0,-1.86768,50.32768,51.25579,169.98291,825.69128,1988.83044,2840.42749,238.6198,985.22742,8.88992,8.22601,404.49857,40.67872,41.09344,12,12.26196,1.37039,0.2771,540833,540833,34.79614,35.04028,28.02824,54103,711.54785,763.19324,784,783.80621,11.86859,-4.053,-1.6417,3.6153,6.1708,-26,2080,14640,7170,201,0.00051,73.40857,67.38281,0,447.03052,-0.00065,19696,373.96918,364.51099,0,10053,27560,0
0.10178,1.52591,403.78854,985.37353,32.59527,100,2843.23486,36.6556,100,99.90845,0,-1.86768,50.38654,51.25579,166.54968,826.56103,1984.63428,2843.23486,239.00127,984.35767,8.94709,8.23364,404.8053,40.72562,41.09344,12,12.25433,1.37115,0.27786,540833,540833,34.79614,35.04028,28.02642,54113,704.54102,763.19324,786,785.52344,11.8075,-3.9299,-1.4723,3.9839,6.2815,-26,1976,14752,7131,193,0.00051,73.60388,68.08813,0,448.62201,-7.00E-05,19705,373.11926,365.21631,0,10053,27560,0
0.10178,1.52072,403.78854,985.37353,32.59527,100,2844.7793,36.64263,100,99.90845,0,-1.87531,50.35929,51.25579,170.7458,818.73328,1972.42725,2844.7793,239.76421,983.05316,8.87032,8.23364,404.49857,40.84084,41.09344,12,12.25433,1.37039,0.2771,540833,540833,34.79614,35.04028,28.02298,54129,710.79102,763.19324,786,785.93121,11.81225,-3.564,-1.2482,4.2382,6.2232,-26,1880,14864,7111,168,0.00043,73.79196,68.61255,0,450.12293,-0.00159,19783,375.50635,366.229,0,10053,27551,0
0.10178,1.52911,403.78854,985.37353,32.59527,100,2841.69092,36.66361,100,99.90845,0,-1.87531,50.29203,51.25579,168.83849,828.30042,1980.05676,2841.69092,239.76421,983.92291,8.85395,8.23364,404.54968,40.92863,41.09344,12,12.26196,1.36963,0.27557,540833,540833,34.79614,35.04028,28.02385,54121,714.19067,763.19324,786,785.61737,11.86169,-3.111,-1.1102,4.1238,5.9543,-26,1824,14976,7099,163,0.00022,74.04514,69.08276,0,449.47192,-0.0013,19830,377.65845,367.04285,0,10053,27553,0
0.10178,1.53003,403.78854,985.37353,32.59527,100,2832.70654,36.6659,100,99.90845,0,-1.86768,50.29087,51.25579,167.88483,823.95172,1970.3291,2832.70654,239.19197,985.66242,8.84452,8.23364,404.70303,41.0461,41.09344,12,12.26196,1.37115,0.27481,540833,540833,34.79614,35.05553,28.03166,54103,712.87842,763.19324,788,787.74383,11.93805,-2.9225,-1.2028,3.6134,5.6196,-26,1736,15056,7073,147,0.00051,74.23322,69.55298,0,449.47192,0.00224,19828,375.14465,367.73004,0,10053,27553,0
0.10178,1.53644,403.78854,985.37353,32.59527,100,2838.32178,36.68192,100,99.91608,0,-1.86768,50.34452,51.26343,167.50334,821.77741,1974.33472,2838.32178,239.57342,985.66242,8.87115,8.23364,404.8053,41.13191,41.09344,12,12.26196,1.37039,0.27634,540833,540833,34.78089,35.04028,28.02379,54140,708.14819,763.19324,788,787.90784,11.99606,-3.1447,-1.4294,3.1631,5.5169,-26,1648,15152,7064,132,0.00051,74.38513,70.04126,0,450.62933,-0.00058,19832,377.4776,367.87469,0,10053,27560,0
0.10178,1.53842,403.78854,985.37353,32.59527,100,2831.16211,36.68688,100,99.91608,0,-1.86768,50.31205,51.25579,168.64778,820.90759,1976.81433,2831.16211,239.76421,984.35767,8.82183,8.23364,404.65195,41.21474,41.09344,12,12.25433,1.37115,0.2771,540833,540833,34.79614,35.04028,28.02736,54114,703.77197,763.19324,784,783.67682,11.97089,-3.656,-1.6747,3.035,5.6832,-26,1568,15232,7049,124,0.00022,74.55151,70.51141,0,454.33667,0.00174,19950,379.66577,369.7193,0,10053,27548,0
0.10178,1.53751,403.78854,985.37353,32.59527,100,2834.11035,36.68459,100,99.91608,0,-1.86768,50.29436,51.25579,169.98291,823.51697,1980.62903,2834.11035,239.19197,985.22742,8.82833,8.23364,404.60083,41.31271,41.09344,12,12.26196,1.37039,0.27634,540833,540833,34.78089,35.04028,28.0299,54114,701.15967,763.19324,785,785.30371,11.90435,-4.0129,-1.7037,3.3659,6.0147,-26,1488,15312,7028,115,0.00051,74.7034,70.89117,0,453.41437,0.00029,19935,376.06696,369.68317,0,10053,27560,0
0.10178,1.54102,403.78854,985.37353,32.59527,100,2835.9353,36.69337,100,99.91608,0,-1.86768,50.34801,51.25579,171.31805,826.56103,1978.72156,2835.9353,239.95489,985.66242,8.88803,8.23364,404.65195,41.43129,41.09344,12,12.26196,1.37039,0.27481,540833,540833,34.79614,35.05553,28.02558,54095,715.09399,763.19324,783,783.44684,11.82489,-3.9828,-1.5123,3.8895,6.2618,-26,1408,15392,7005,101,0.00051,74.82639,71.271,0,449.94214,0.00268,19879,377.40521,369.14062,0,10053,27552,0
0.10178,1.54666,403.78854,985.37353,32.59527,100,2838.74292,36.70748,100,99.91608,0,-1.86768,50.27901,51.26343,168.07553,829.60516,1984.25293,2838.74292,239.19197,984.35767,8.81223,8.23364,404.70303,41.52023,41.16974,12,12.25433,1.37039,0.2771,540833,540833,34.79614,35.04028,28.02909,54140,711.61499,763.19324,790,790.03839,11.81137,-3.6561,-1.2918,4.1988,6.2472,-26,1344,15456,6986,94,0.00051,74.87701,71.65076,0,449.23682,0.00202,19932,374.1319,369.79169,0,10053,27551,0
0.10178,1.54681,403.78854,985.37353,32.59527,100,2837.33911,36.70786,100,99.91608,0,-1.86768,50.34917,51.26343,172.08101,822.21222,1970.90137,2837.33911,239.57342,986.09717,8.87116,8.23364,404.85642,41.59001,42.29126,12,12.25433,1.37878,0.2771,540833,540833,34.78089,35.05553,28.02821,54124,715.12451,763.19324,789,788.51343,11.8671,-3.0932,-1.1018,4.0978,5.9279,-26,1272,15488,6969,74,0.00051,74.84808,71.94012,0,447.93475,0.00253,19938,372.10651,369.86401,0,10053,27561,0
0.10178,1.5433,403.78854,985.37353,32.59527,100,2841.41016,36.69909,100,99.91608,0,-1.86768,50.31671,51.26343,169.98291,831.34473,2003.51709,2841.41016,239.76421,984.35767,8.81344,8.23364,404.95865,41.64362,42.32941,12,12.25433,1.37955,0.27557,540833,540833,34.79614,35.04028,28.02736,54124,711.62109,763.19324,791,791.43726,11.97779,-2.9796,-1.2918,3.3794,5.5405,-26,1208,15536,6945,68,0.00051,74.76852,72.17523,0,444.0647,0.00159,19894,369.41186,369.05023,0,10053,27557,0
0.10178,1.54544,403.78854,985.37353,32.59527,100,2831.5835,36.70443,100,99.91608,0,-1.87531,50.29902,51.25579,171.31805,826.56103,1976.05127,2831.5835,239.00127,985.22742,8.77764,8.24127,405.11197,41.71494,42.28363,12,12.25433,1.37955,0.27634,540833,540833,34.79614,35.04028,28.03081,54098,704.59595,763.19324,786,785.70404,11.9814,-3.523,-1.616,3.0319,5.6331,-26,1152,15552,6941,52,0.00051,74.66,72.41028,0,445.42096,0.00246,19860,370.46082,368.65234,0,10053,27560,0
0.10178,1.54391,403.78854,985.37353,32.59527,100,2855.43384,36.70061,100,99.90845,0,-1.86768,50.37093,51.25579,169.41066,829.60516,1979.2937,2855.43384,239.57342,985.66242,8.81979,8.23364,405.11197,41.78591,42.35229,12,12.26196,1.37802,0.27634,540833,540833,34.79614,35.05553,28.03166,54113,718.54248,763.19324,786,786.18018,11.92552,-3.9313,-1.7161,3.231,5.9125,-26,1088,15584,6925,42,0.00051,74.53705,72.55499,0,441.2616,0.00224,19853,367.85663,368.36298,0,10053,27561,0
0.10178,1.54178,403.78854,985.37353,32.59527,100,2835.37378,36.69527,100,99.90845,0,-1.86005,50.32194,51.25579,173.03467,825.25629,1983.68079,2835.37378,239.76421,983.92291,8.76906,8.23364,405.16312,41.86382,42.32941,12,12.25433,1.37878,0.27634,540833,540833,34.79614,35.05553,28.02733,54113,711.57837,763.19324,786,786.3642,11.84557,-4.0296,-1.5885,3.7359,6.196,-26,1040,15600,6906,38,0.00022,74.34174,72.71771,0,442.07538,-0.00101,19860,366.2652,367.56732,0,10053,27560,0
0.10178,1.53964,403.78854,985.37353,32.59527,100,2837.76025,36.68993,100,99.90845,0,-1.87531,50.30425,51.25579,172.27171,833.51904,1974.33472,2837.76025,239.95489,985.22742,8.74028,8.23364,405.16312,41.93501,42.28363,12,12.26196,1.37802,0.27634,540833,540833,34.79614,35.05553,28.02385,54128,718.59741,763.19324,787,786.67554,11.80738,-3.7359,-1.3283,4.153,6.2672,-26,984,15600,6877,19,0.00022,74.16089,72.7901,0,440.0318,-0.0008,19833,366.51837,367.53113,0,10053,27556,0
0.10178,1.53858,403.78854,985.37353,32.59527,100,2840.98901,36.68726,100,99.90845,0,-1.86768,50.28484,51.25579,173.41615,831.77948,1973.76245,2840.98901,239.76421,985.66242,8.71795,8.23364,405.26532,42.02693,42.28363,12,12.25433,1.37802,0.2771,540833,540833,34.79614,35.05553,28.02821,54122,708.08716,763.19324,788,788.021,11.853,-3.1905,-1.1046,4.1857,6.0231,-26,936,15600,6862,17,0.00022,73.97281,72.86237,0,437.55426,-0.00181,19820,364.94501,366.95239,0,10053,27558,0
0.10178,1.5401,403.78854,985.37353,32.59527,100,2834.11035,36.69108,100,99.90845,0,-1.86768,50.3002,51.27106,173.79756,834.38886,1968.422,2834.11035,239.76421,986.09717,8.71256,8.23364,405.31647,42.10556,42.28363,12,12.26196,1.37878,0.2771,540833,540833,34.79614,35.04028,28.02389,54114,722.12524,763.19324,787,786.56793,11.9238,-2.9162,-1.1487,3.7313,5.6771,-26,888,15600,6842,8,0.00022,73.7775,72.91669,0,436.39685,-0.00181,19749,362.5398,365.86731,0,10053,27557,0
0.10178,1.53964,403.78854,985.37353,32.59527,100,2833.68921,36.68993,100,99.91608,0,-1.86768,50.29905,51.25579,169.98291,835.25842,1971.47351,2833.68921,239.76421,985.66242,8.69899,8.23364,405.31647,42.17355,42.28363,12,12.25433,1.37802,0.27634,540833,540833,34.78089,35.0708,28.02301,54113,697.61963,763.19324,787,786.73865,11.99563,-3.1068,-1.4043,3.1757,5.4993,-26,840,15600,6791,-3,0,73.57495,72.91669,0,434.98621,-0.0034,19776,364.69183,365.74072,0,10053,27552,0
0.10178,1.53796,403.78854,985.37353,32.59527,100,2829.75855,36.68574,100,99.91608,0,-1.86768,50.29789,51.25579,171.12727,826.56103,1981.58276,2829.75855,239.95489,985.66242,8.69355,8.23364,405.36758,42.22991,42.28363,12,12.26196,1.37878,0.27634,540833,540833,34.79614,35.05553,28.0247,54113,715.08789,763.19324,786,786.03351,11.97213,-3.6135,-1.6414,3.0502,5.6902,-26,800,15584,6765,-9,0.00029,73.35794,72.91669,0,433.37671,0.0013,19675,360.80365,364.90888,0,10053,27554,0
0.10178,1.53278,403.78854,985.37353,32.59527,100,2832.00439,36.67277,100,99.91608,0,-1.86768,50.27847,51.25579,170.17362,829.17017,1964.41638,2832.00439,239.57342,985.66242,8.662,8.23364,405.46979,42.31049,42.28363,12,12.26196,1.37878,0.27634,540833,540833,34.79614,35.05553,28.03946,54121,708.08716,763.19324,788,788.448,11.89649,-4.0219,-1.6901,3.3954,6.0281,-26,760,15584,6743,-16,0.00022,73.18433,72.86237,0,433.37671,-0.00015,19645,359.98987,364.34821,0,10053,27554,0
0.10178,1.53415,403.78854,985.37353,32.59527,100,2839.44482,36.6762,100,99.91608,0,-1.86768,50.31211,51.25579,171.69954,826.99585,1964.98852,2839.44482,239.95489,986.09717,8.67323,8.23364,405.46979,42.34812,42.28363,12,12.26196,1.37878,0.2771,540833,540833,34.78089,35.05553,28.02993,54103,708.13599,763.19324,785,785.06043,11.81586,-3.9585,-1.4944,3.9185,6.2467,-26,720,15568,6708,-23,0,72.96732,72.86237,0,432.11084,-0.00326,19648,360.15265,363.75146,0,10053,27548,0
0.10178,1.52652,403.78854,985.37353,32.59527,100,2826.81055,36.65713,100,99.91608,0,-1.86768,50.27616,51.25579,174.75128,830.47498,1967.08667,2826.81055,239.76421,985.22742,8.63322,8.23364,405.62314,42.41478,42.28363,12,12.25433,1.37878,0.27557,540833,540833,34.79614,35.05553,28.02821,54098,705.99365,763.19324,786,785.84033,11.81118,-3.5938,-1.2475,4.2204,6.2291,-26,704,15552,6691,-23,0.00022,72.77924,72.7901,0,429.63324,0,19528,356.77081,362.57593,0,10053,27556,0
0.10178,1.52515,403.78854,985.37353,32.59527,100,2827.23144,36.65369,100,99.91608,0,-1.86768,50.29153,51.25579,169.98291,837.43292,1976.05127,2827.23144,239.95489,986.09717,8.61776,8.23364,405.57205,42.49197,42.28363,12,12.26196,1.37878,0.2771,540833,540833,34.79614,35.05553,28.02821,54122,702.4292,763.19324,783,783.25903,11.8413,-3.2741,-1.1301,4.2146,6.0663,-26,664,15536,6678,-24,0,72.59839,72.71771,0,428.69287,0.00159,19521,356.55377,362.48554,0,10053,27553,0
0.10178,1.52591,403.78854,985.37353,32.59527,100,2828.77588,36.6556,100,99.91608,0,-1.86768,50.27211,51.25579,169.79215,826.56103,1980.24744,2828.77588,240.14566,985.66242,8.60135,8.23364,405.7254,42.52067,42.28363,12,12.25433,1.37878,0.2771,540833,540833,34.78089,35.05553,28.02814,54098,697.55859,763.19324,786,785.88989,11.90331,-2.9534,-1.1178,3.881,5.7499,-27,632,15504,6668,-24,0.00022,72.41754,72.68152,0,429.38007,0.00116,19486,355.2879,361.87067,0,10053,27560,0
0.10178,1.51737,403.78854,985.37353,32.59527,100,2835.37378,36.63424,100,99.91608,0,-1.86768,50.25095,51.25579,171.31805,826.1261,1985.96948,2835.37378,240.14566,986.09717,8.54992,8.23364,405.7254,42.57714,43.00079,12,12.26196,1.38565,0.27557,540833,540833,34.79614,35.04028,28.02561,54105,704.60815,763.19324,785,785.31299,11.96205,-2.9372,-1.2489,3.4444,5.5505,-27,600,15488,6645,-24,0,72.20776,72.55499,0,427.57159,0.00101,19466,355.19751,361.25574,0,10053,27557,0
0.10178,1.51492,403.78854,985.37353,32.59527,100,2838.46216,36.62814,100,99.90845,0,-1.86768,50.24631,51.25579,170.3644,829.60516,1987.11389,2838.46216,239.76421,986.5321,8.5389,8.23364,405.7254,42.59875,43.33649,12,12.25433,1.38794,0.2771,540833,540833,34.79614,35.05553,28.02733,54103,715.05737,763.19324,784,783.50635,11.99885,-3.1845,-1.4525,3.1161,5.5142,-27,568,15472,6622,-24,0,72.03415,72.48267,0,426.34192,0.00391,19431,353.87732,360.91223,0,10053,27558,0
0.10178,1.51294,403.78854,985.37353,32.59527,100,2842.67358,36.62318,100,99.90845,0,-1.87531,50.27821,51.25579,173.98833,827.43085,1980.43811,2842.67358,239.38274,986.5321,8.56331,8.23364,405.82761,42.64477,43.33649,12,12.26196,1.38794,0.2771,540833,540833,34.79614,35.02502,28.02473,54121,718.59131,763.19324,782,782.21307,11.97942,-3.5869,-1.6431,3.0207,5.647,-27,544,15456,6608,-24,0,71.8967,72.37408,0,427.30035,-0.00058,19406,354.67304,359.98987,0,10053,27553,0
0.10178,1.51187,403.78854,985.37353,32.59527,100,2843.51587,36.62051,100,99.90845,0,-1.87531,50.31358,51.25579,173.98833,835.69336,1989.21204,2843.51587,239.00127,985.66242,8.5743,8.23364,405.82761,42.68751,43.32122,12,12.26196,1.38718,0.2771,540833,540833,34.79614,35.04028,28.02473,54111,711.53565,763.19324,781,781.3169,11.93264,-3.9235,-1.7232,3.1944,5.8776,-27,512,15424,6589,-24,0,71.72308,72.30182,0,424.38879,-0.00109,19418,354.18475,359.73669,0,10053,27552,0
0.10178,1.50821,403.78854,985.37353,32.59527,100,2838.60254,36.61135,100,99.90845,0,-1.86768,50.35243,51.25579,173.79756,835.69336,1978.14929,2838.60254,239.57342,984.79266,8.60491,8.23364,405.82761,42.75485,43.32122,12,12.26196,1.38641,0.2771,540833,540833,34.82666,35.04028,28.03162,54121,721.26465,763.19324,786,786.33624,11.87631,-4.0472,-1.6616,3.5185,6.098,-27,488,15392,6582,-24,-7.00E-05,71.58566,72.17523,0,423.55689,0.00072,19399,354.18475,359.46539,0,10053,27554,0
0.10178,1.50882,403.78854,985.37353,32.59527,100,2845.06006,36.61288,100,99.90845,0,-1.86768,50.30344,51.25579,175.32347,835.25842,1994.17102,2845.06006,239.76421,983.92291,8.55032,8.23364,405.92987,42.81167,43.35174,12,12.26959,1.38718,0.27557,540833,540833,34.79614,35.04028,28.02818,54121,701.00098,763.19324,785,784.54138,11.81031,-3.9136,-1.4568,3.972,6.2603,-27,464,15376,6563,-24,0,71.38309,72.06671,0,423.4483,0.00036,19328,353.82306,358.63355,0,10053,27552,0
